train_loss,test_clean_acc,test_clean_loss,test_asr,test_asr_loss,epoch
1.4788900346898322,0.9779,1.4854665577032005,0.9998,1.4619057110160778,65
1.4786962578291578,0.9748,1.4880464767954151,0.9997,1.46196282593308,66
1.4783844449626866,0.9778,1.4853552268568877,0.9995,1.462013718428885,67
1.478048296117071,0.9781,1.4851104939819142,0.9998,1.4616205229121408,68
1.4775713369536247,0.9773,1.4859552785849115,0.9989,1.4627908733999653,69
1.4774219374666844,0.9764,1.4861836235993986,0.9994,1.4619002797801024,70
1.4771280837719882,0.978,1.4851550942013978,0.9997,1.46158108665685,71
1.476735975188233,0.9747,1.4887360668486092,1.0,1.4612333797345496,72
1.4766355079374334,0.9788,1.4844132859236117,0.9991,1.4627411919794264,73
1.4764442037163512,0.9762,1.4876132565698805,0.9998,1.4614805590574909,74
1.4763951413412846,0.9792,1.4839773732385817,0.9995,1.4619608274690665,75
1.476014484983009,0.979,1.4847392868843807,0.9985,1.4630383951648784,76
1.4757258368453492,0.9776,1.4852812806512141,0.9999,1.461368039155462,77
1.4754560588519456,0.9754,1.4872507198601013,0.9987,1.4631128174484156,78
1.4753895578608076,0.9803,1.4828015414013225,0.9998,1.4615279587970418,79
1.475238987123534,0.9801,1.4830766969425664,0.9991,1.462292428229265,80
1.4748846188282916,0.9797,1.4830709247832086,0.9999,1.461419509474639,81
1.4748494813182969,0.9803,1.4827867495785854,0.9991,1.46252649832683,82
1.4744988870519056,0.9805,1.4823532188014619,0.9994,1.4618953603088476,83
1.4743730427105544,0.9799,1.4827082453259997,0.9997,1.4615376155087902,84
1.4740509488689366,0.9774,1.4847932416162672,0.9999,1.4612943435170849,85
1.473921330498734,0.9804,1.4819583809299834,0.9994,1.4620212764497016,86
1.473822945470749,0.9805,1.4821982968385052,0.9997,1.461813225108347,87
1.4735087901036115,0.979,1.4831388938199184,0.9998,1.4616121805397568,88
1.4734856253748,0.9788,1.482737341504188,0.9993,1.4622114137479454,89
1.4733046021288647,0.9811,1.4815418940440865,0.9995,1.4618261156568102,90
1.473032091218017,0.981,1.4820484651881418,0.9992,1.4623764654633347,91
1.4730475777502,0.9802,1.4819716086053545,0.9996,1.461689324135993,92
1.4728042179587553,0.9786,1.4841993902898898,0.9998,1.4617124188477826,93
1.4729606449476946,0.9807,1.4821217773826258,0.9992,1.4627007306761044,94
1.4724770486990273,0.9813,1.4815491885895942,0.9995,1.4617918874048124,95
1.4724594799440298,0.9806,1.4816443608824614,0.9992,1.462228447768339,96
1.472150009578225,0.9813,1.4807620914119064,0.9993,1.4621731908458053,97
1.4720923580340486,0.9799,1.4828343687543444,0.9988,1.4628820677471768,98
1.471957273828958,0.9818,1.4804650514748445,0.9995,1.4618518314543802,99
